INSTNM,STABBR,MAIN,PREDDEG,CONTROL,CCBASIC,UG12MN,G12MN,PPTUG_EF,COSTT4,C150,CDR2,CDR3,COMP_ORIG_YR4_RT,DEBT_MDN,COMPL_RPY_1YR_RT,PPLUS_PCT_LOW,PPLUS_PCT_HIGH,PLUS_DEBT_INST_MD,PLUS_DEBT_INST_N,PCTPELL,PCTFLOAN,GRAD_DEBT_MDN10YR_SUPP,GRAD_DEBT_MDN,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,RPY_1YR_RT,RPY_3YR_RT_SUPP,LOAN_YR4_RT,NPT4,WDRAW_ORIG_YR2_RT,RET_FT4,COUNT_NWNE_P6,COUNT_WNE_P6,LOAN_YR4_N,NOLOAN_YR4_N,PELL_YR4_N,NOPELL_YR4_N,SD_EARN_WNE_P10,MN_EARN_WNE_P10,GT_28K_P6,NUM4
Mohave Community College,AZ,1,2,1,5,5809,0,0.7505,12854,0.1007,0.249,0.148,0.189320388,9000,0.469728601,0,5,,,0.3864,0.1143,134.9180075,13000,23200,2900,12300,37000,53100,0.312121212,0.365724382,0.3802589,8214,0.535911602,0.5163,788,2146,470,766,1172,64,25900,32900,0.395,93
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,AZ,1,1,3,-2,1427,0,0,0,0.6798,0.137,0.144,0.637863122,12000,0.429832572,15,25,14567,1825,0.4842,0.5116,147.8182447,14243,31500,7600,18900,44600,55400,0.370976424,0.410058855,0.8793698,0,0.264854614,0.814,1390,8622,3572,490,3236,826,28400,41600,0.58,0
Dine College,AZ,1,2,1,33,2034,0,0.4039,11550,0.1684,0,,0.088825215,,,,,,,0.6464,0,,,15800,2500,7400,26400,36100,,,0,8645,0.579881657,0,185,574,,,,,18300,23400,0.23,82
Northern Arizona University,AZ,1,3,1,16,29918,4885,0.1787,26748,0.5245,0.082,0.066,0.5213605,12637,0.637214612,5,15,20479,3378,0.3479,0.452,202.3770112,19500,34400,9500,21700,47900,61900,0.504031403,0.557791486,0.8651002,14326,0.174275093,0.7346,537,5822,5265,821,4041,2045,31600,44600,0.634,2438
Northland Pioneer College,AZ,1,1,1,9,5970,0,0.719,13819,0.2,0,,0.06122449,,,,,,,0.1748,0,,,19700,3000,9700,32400,45500,,,0,8444,0.595687332,0.4429,196,616,,,,,34200,31300,0.328,36
Ottawa University-Phoenix,AZ,0,3,2,20,586,643,0.3441,0,0,0.06,0.068,0.255983351,12000,0.558421851,5,15,17409,420,0.5,0.6824,232.1731343,22371,36500,11000,22000,54800,68900,0.376561827,0.465213747,0.9292404,0,0.18974359,0,139,1247,893,68,662,299,39600,48100,0.658,0
Phoenix College,AZ,1,1,1,5,17335,0,0.7038,12075,0.1601,0.139,0.178,0.080649385,5315,0.425,0,5,,,0.3808,0.1331,93.40477442,9000,26300,5100,14500,39400,52900,0.190114068,0.245826454,0.5085101,7227,0.458702065,0.5866,502,2239,1942,1877,3510,309,30600,36000,0.465,446
Cortiva Institute-Scottsdale,AZ,1,1,3,-2,137,0,0.4638,22011,0.7931,0.107,,0.842696629,6625,0.46875,0,10,,15,0.6788,0.8832,78.87514284,7600,23400,4700,10300,36200,46700,0.464285714,0.520833333,0,19849,,0,38,150,,,65,24,19900,26200,0.407,29
Pima Community College,AZ,1,1,1,1,33740,0,0.7334,8853,0.1845,0.149,0.186,0.158991851,4623,0.475780409,0,5,6000,69,0.3167,0.0952,77.1834786,7437,25800,4900,14800,38200,52700,0.303571429,0.357849518,0.347925,3817,0.524382521,0.5949,1359,6056,1836,3441,4889,388,26000,35000,0.451,1287
Pima Medical Institute-Tucson,AZ,1,1,3,26,3535,0,0,27079,0.6977,0.062,0.07,0.769309838,8645,0.4734714,5,10,4836,2128,0.568,0.7123,98.59392855,9500,26700,4600,14800,38200,50600,0.428494292,0.462620002,0.8995595,23662,0.157748221,0,1767,8268,6126,684,5465,1345,22900,30600,0.466,488
Pima Medical Institute-Albuquerque,NM,0,1,3,10,1309,0,0,23048,0.6826,0.062,0.07,0.769309838,8645,0.4734714,5,10,4836,2128,0.6547,0.7128,98.59392855,9500,26700,4600,14800,38200,50600,0.428494292,0.462620002,0.8995595,19858,0.157748221,0.7067,1767,8268,6126,684,5465,1345,22900,30600,0.466,299
Prescott College,AZ,1,3,2,20,542,432,0.2386,41957,0.3906,0.043,0.069,0.240875912,14250,0.522727273,5,10,17913,48,0.4773,0.6534,192.1024861,18510,25000,5100,13300,38000,48300,0.453093812,0.525390625,0.8540146,20674,0.294642857,0.7188,63,372,117,20,105,32,23200,34300,0.462,47
Refrigeration School Inc,AZ,1,1,3,11,1308,0,0,27333,0.6071,0.088,0.085,0.739047619,8700,0.388148148,0,10,10096,118,0.6208,0.62,98.59392855,9500,35400,7000,20900,50800,64500,0.318029115,0.366213152,0.8514286,22594,0.281632653,0.7487,142,750,447,78,463,62,29700,45000,0.629,396
Rio Salado College,AZ,1,1,1,9,42716,0,0.8477,10942,0.0476,0.187,0.18,0.035553197,3500,0.227272727,0,5,,,0.1377,0.1037,79.93373029,7702,31600,6300,15600,46800,67200,0.169526734,0.228799439,0.6943486,6964,0.453146853,0.2987,990,3599,2617,1152,3320,449,31200,43400,0.567,60
Roberto-Venn School of Luthiery,AZ,1,1,3,-2,47,0,0,24335,0.9375,0.027,0.07,,7307,,5,10,,,0.4043,0.4255,,,25700,,,,,0.564102564,0.576923077,0,22284,,0,,,,,28,11,18600,29000,0.473,13
Scottsdale Community College,AZ,1,2,1,3,13652,0,0.6362,12661,0.2022,0.118,0.146,0.112643678,4351,,0,5,5471,27,0.1735,0.1017,77.83731202,7500,31300,5400,18000,46600,61400,0.342816501,0.388720027,0.6022989,8502,0.357301705,0.6426,300,1568,1048,692,1412,328,43000,42500,0.563,185
South Mountain Community College,AZ,1,2,1,2,5909,0,0.6031,11975,0.2239,0.198,0.206,0.03691916,4500,,0,5,,,0.4223,0.1294,,,25800,5100,14500,37800,48100,0.166367445,0.215753425,0.4831318,6877,0.514418605,0.6014,219,1015,759,812,1476,95,26600,33400,0.445,340
Arizona Christian University,AZ,1,3,2,22,834,0,0.0922,37562,0.4512,0.05,0.121,0.273255814,10750,0.705128205,10,15,14000,97,0.4173,0.5763,227.6793268,21938,32200,,19200,42100,,0.471264368,0.555147059,0.8895349,20765,0.24691358,0.5921,,,153,19,108,64,28100,34900,0.611,137
Universal Technical Institute of Arizona Inc,AZ,1,2,3,11,2461,0,0,24803,0.7023,0.128,0.148,0.632570423,12000,0.532804989,20,30,16387,3441,0.5437,0.6197,155.3217616,14966,35000,9300,22700,48400,61500,0.44495813,0.481176267,0.8728873,20467,0.273204536,0.7865,965,10064,4958,722,4383,1297,28700,48100,0.645,246
Empire Beauty School-NW Phoenix,AZ,0,1,3,-2,177,0,0.4138,19158,0.4444,0.188,0.152,0.5,9500,0.33632287,5,15,5738,295,0.7288,0.5367,134.9180075,13000,15700,4300,7500,23400,38700,0.258823529,0.277136259,0.8439349,13822,0.361144219,0.55,116,414,1141,211,1237,115,15100,20200,0.167,47
Yavapai College,AZ,1,1,1,6,10116,0,0.6525,11961,0.3094,0.122,0.224,0.199624531,7289,0.5,0,5,,14,0.2866,0.0836,108.9722368,10500,25400,4600,12300,38200,54100,0.304418985,0.366007905,0.442428,6888,0.499596449,0.5844,311,1097,707,891,1466,132,25300,34000,0.439,301
University of Arkansas at Little Rock,AR,1,3,1,16,10862,3567,0.3906,21301,0.3945,0.084,0.085,0.274026614,13553,0.736363636,0,5,8200,443,0.36,0.405,217.2906402,20937,31200,5800,19000,45400,57700,0.600719425,0.577270673,0.8762937,12102,0.297732997,0.6764,330,2647,1778,251,1583,446,30900,39500,0.562,526
University of Arkansas for Medical Sciences,AR,1,3,1,25,700,2406,0.1647,0,0,0.022,0.017,0.816,14000,0.837209302,5,10,5500,75,0.3638,0.6068,145.2963158,14000,57000,26200,41300,85200,124200,0.788922156,0.807407407,0.9,0,0.105,0,25,716,225,25,151,99,42100,69000,0.89,0
Arkansas Baptist College,AR,1,2,2,23,858,0,0.1238,22502,0.2016,0.274,0.356,0.03950104,10707,0.576923077,0,10,9892,92,0.8061,0.7555,262.0522838,25250,19300,,10100,28400,,0.283801874,0.254408061,0.964657,16142,0.528017241,0.5,103,441,464,17,417,64,15300,25100,0.265,151
Arkansas Beauty School-Little Rock,AR,1,1,3,-2,220,0,0.008,25734,0.75,0.025,0.064,0.307692308,6333,0.47826087,0,5,,11,0.7227,0.6227,65.72582627,6333,,,,,,0.397058824,0.31884058,0,22774,0.322580645,0.76,,,,,,,12500,16400,,1
Arkansas Beauty College,AR,1,1,3,-2,40,0,0.2667,12951,0.5455,0.111,0.093,0.58974359,5500,,0,5,,,0.8,0.65,,6117,,,,,,0.476190476,0.418604651,0,8334,,0.85,,,,,,,,,,19
Lyon College,AR,1,3,2,21,694,0,0.0092,38173,0.4906,0.052,0.114,0.439306358,12372,0.765217391,10,15,16000,89,0.3854,0.5863,241.2956673,23250,30400,9200,17900,41100,50100,0.694117647,0.674329502,0.9017341,17032,0.257731959,0.7143,,,156,17,122,51,36500,44800,0.546,139
Arkansas College of Barbering and Hair Design,AR,1,1,3,-2,213,0,0.0078,25828,0.75,0.03,0.208,0.551020408,9500,0.454545455,0,5,,,0.7277,0.6197,171.2420864,16500,14600,,,,,0.4,0.370689655,0,20053,0.420289855,0.6,41,94,,,,,16200,19000,0.181,1
Arthur's Beauty College Inc-Fort Smith,AR,1,1,3,-2,60,0,0,14333,0.5152,0.157,0.107,0.62295082,9373,,0,5,,,0.7167,0.6167,134.9180075,13000,,,,,,0.425925926,0.320754717,0.8196721,11174,0.478873239,0.4444,,,50,11,,,13600,19600,,24
University of Arkansas,AR,1,3,1,15,24897,5481,0.0948,22750,0.6553,0.049,0.049,0.512663512,15000,0.747778248,5,10,20055,1759,0.1998,0.3739,223.1336278,21500,37100,10300,23200,52800,65500,0.652084193,0.671230198,0.8783746,15642,0.15831202,0.838,295,3365,3156,437,2009,1584,44800,52700,0.669,1339
University of Arkansas at Pine Bluff,AR,1,3,1,22,2730,142,0.088,17689,0.2883,0.213,0.173,0.278313253,14000,0.522058824,10,15,7570,357,0.7231,0.6718,244.4402947,23553,21200,4100,12300,32700,44400,0.356668678,0.366157329,0.8674699,10684,0.274752475,0.7036,130,1341,720,110,763,67,21800,30600,0.348,308
Arkansas State University-Beebe,AR,1,1,1,5,5423,0,0.2899,12491,0.3054,0.127,0.08,0.312366738,5500,0.662447257,0,5,,,0.3394,0.1289,74.79646769,7207,24000,3900,13400,35600,50800,0.566459627,0.530321046,0.3891258,7291,0.464953271,0.6557,270,1319,365,573,836,102,25400,32900,0.412,449
Arkansas State University-Main Campus,AR,1,3,1,16,11038,7994,0.2163,21375,0.4822,0.112,0.059,0.386579139,15197,0.725434885,0,10,10848,653,0.4117,0.5104,220.5390507,21250,27500,6100,16500,40400,53400,0.591891336,0.575686733,0.7348651,13605,0.214620797,0.765,550,4260,2015,727,2151,591,27700,36600,0.489,829
Arkansas Tech University,AR,1,3,1,18,12058,1429,0.1939,18627,0.4069,0.14,0.091,0.3671875,12000,0.739130435,0,10,7415,543,0.3955,0.4117,212.2364041,20450,28900,6500,17100,41200,53700,0.604341927,0.564579513,0.8039063,12362,0.314579055,0.7034,302,2481,2058,502,2079,481,28400,38600,0.516,1290
University of Arkansas at Monticello,AR,1,1,1,19,3841,461,0.1592,17653,0.2552,0.181,0.144,0.253924284,9000,0.738419619,0,5,5303,153,0.5686,0.6014,181.6203947,17500,23900,6800,13600,37200,53000,0.499199146,0.445529291,0.7940905,11164,0.446945338,0.6142,271,1289,860,223,931,152,26000,35800,0.417,457
Arthur's Beauty College Inc-Jacksonville,AR,1,1,3,-2,84,0,0,15350,0.3571,0.09,0.077,0.612903226,8670,0.531531532,0,10,,18,0.6429,0.5595,102.0499052,9833,15800,1500,9600,25500,32700,0.49122807,0.471264368,0,11846,0.345454545,0.4815,45,172,,,,,13300,18500,0.198,26
Baptist Health College Little Rock,AR,1,2,2,10,928,0,0.0926,24473,0.2,0.021,0.043,0.68,9500,0.751184834,0,10,7044,62,0.7766,0.8077,98.59392855,9500,47300,14800,30200,58800,71700,0.678353659,0.701298701,0.9226667,22776,0.10367893,0.8571,30,475,346,29,267,108,25900,48100,0.775,9
Black River Technical College,AR,1,1,1,4,1802,0,0.3092,12045,0.332,0.231,0.116,0.253414264,6000,0.620967742,0,5,,,0.5203,0.2072,100.5242939,9686,22500,3300,11800,35900,44500,0.467105263,0.446983547,0.4840668,6849,0.531049251,0.466,177,926,319,340,611,48,20000,29100,0.382,219
University of Central Arkansas,AR,1,3,1,17,10616,2332,0.1206,21350,0.4113,0.067,0.075,0.350420505,13100,0.750378215,5,15,10994,1158,0.4298,0.5234,223.1336278,21500,29600,8000,17700,43400,56300,0.629508197,0.623361823,0.856628,14723,0.23399654,0.7405,246,2671,2139,358,1837,660,30000,42500,0.534,1167
Central Baptist College,AR,1,3,2,22,859,0,0.1312,25303,0.3365,0.089,0.098,0.075396825,12881,0.733333333,10,20,12813,132,0.4671,0.6094,251.6739755,24250,30000,6200,19100,43800,60700,0.592067989,0.575342466,0.9246032,14485,0.34841629,0.5368,,,233,19,179,73,44900,43000,0.553,110
Cossatot Community College of the University of Arkansas,AR,1,1,1,6,1983,0,0.5371,10512,0.4427,0,,0.397849462,,,,,,,0.3638,0,,,20600,3000,11600,30800,39300,,,0,4702,0.43495935,0.6009,100,472,,,,,22500,28000,0.299,147
Crowley's Ridge College,AR,1,3,2,22,224,0,0.0225,20912,0.4444,0.188,0.159,0.254545455,9500,0.551724138,20,25,6956,51,0.4019,0.7196,247.1386548,23813,24000,,,,,0.530973451,0.526785714,0,13334,0.318181818,0.4091,,,,,39,16,21900,29600,0.391,66
Crowley's Ridge Technical Institute,AR,1,1,1,-2,184,0,0.0357,9219,0.6866,0,,,,,,,,,0.7561,0,,,16000,3500,10200,27500,43100,,,#DIV/0!,3526,,0.4848,69,189,,,,,18500,23800,0.249,52
East Arkansas Community College,AR,1,1,1,3,1575,0,0.3851,10598,0.297,0.197,0.095,0.268018018,3450,0.4,0,5,,,0.6067,0.0469,46.1834718,4450,17900,3500,11100,29600,45900,0.388235294,0.322916667,0.1081081,4836,0.503289474,0.5615,105,506,48,396,433,11,19800,26800,0.277,77
Eastern College of Health Vocations-Little Rock,AR,1,1,3,-2,413,0,0,14963,0.6382,0.122,0.198,0.695178849,3799,0.473684211,0,5,,,0.8281,0.8886,41.68966432,4017,18000,2500,11000,27300,31900,0.440934066,0.412,0.807154,12073,0.210069444,0,169,726,519,124,608,35,14100,22300,0.223,243
Imagine-Paul Mitchell Partner School,AR,1,1,3,-2,568,0,0.0759,21570,0.6606,0.129,0.176,0.584158416,9833,0.551971326,0,10,6558,79,0.6989,0.6989,128.2447553,12357,13000,,,,,0.463617464,0.425357873,0.8778878,17793,0.235294118,0.7188,,,266,37,259,44,,,0.167,128
National Park College,AR,1,1,1,7,3429,0,0.404,13072,0.2396,0.233,0.127,0.256111758,6750,0.602787456,0,5,,,0.6561,0.3396,113.1546951,10903,22100,3700,11500,34500,46200,0.447295423,0.368421053,0.5762515,8205,0.529411765,0.5397,254,1137,495,364,823,36,19900,28100,0.365,341
University of Arkansas Community College-Batesville,AR,1,1,1,7,1544,0,0.2693,12896,0.4248,0.214,0.093,0.211442786,6500,0.654054054,0,5,,,0.5024,0.1717,90.71679258,8741,23300,4000,13400,37600,49400,0.525842697,0.472406181,0.2935323,7020,0.54939759,0.6296,182,670,118,284,378,24,23500,30300,0.394,115
Harding University,AR,1,3,2,17,4530,1666,0.0534,29827,0.6719,0.029,0.038,0.556122449,20500,0.762195122,10,20,22519,697,0.2524,0.5397,269.836015,26000,33400,8600,20100,47800,60000,0.688432836,0.727702304,0.9193878,19563,0.114101184,0.8464,86,1155,901,79,556,424,40600,47000,0.607,574
Henderson State University,AR,1,3,1,19,3151,699,0.0901,20429,0.3476,0.117,0.073,0.313765182,12000,0.817073171,0,10,8000,250,0.5071,0.6525,202.3770112,19500,27000,7600,16400,37200,50400,0.597329585,0.561760841,0.840081,16583,0.278601695,0.6439,125,1198,830,158,808,180,30100,40400,0.47,165
Hendrix College,AR,1,3,2,21,1521,12,0,59901,0.7073,0.05,0.034,0.643109541,20639,0.833333333,10,15,31858,127,0.2857,0.5238,280.2143233,27000,29200,5200,18200,43500,50200,0.737752161,0.762032086,0.9187279,21215,0.108208955,0.858,,,260,23,123,160,32700,44500,0.529,245
Hot Springs Beauty College,AR,1,1,3,-2,47,0,0,14323,0.7778,0.153,0.064,,11065,,0,5,,,0.8936,0.8511,,,,,,,,0.485714286,0.371428571,0.5625,10170,0.411764706,1,,,18,14,,,,,,8
Jefferson Regional Medical Center School of Nursing,AR,1,2,2,-2,128,0,0,0,0,0.086,0.066,0.743589744,7493,,0,5,,,0.5938,0.5625,133.620719,12875,,,,,,0.710526316,,0,0,,0,,,,,,,,,,0
John Brown University,AR,1,3,2,19,2158,812,0.0933,38834,0.6572,0.04,0.038,0.646924829,18750,0.836111111,10,15,15884,189,0.2921,0.4523,235.463058,22688,36900,12300,23000,56900,75000,0.743329098,0.746287129,0.8678815,22210,0.126146789,0.8,58,686,381,58,282,157,44800,55400,0.682,211
Career Academy of Hair Design,AR,1,1,3,-2,295,0,0,15621,0.5805,0.077,0.316,0.653846154,6887,0.46875,0,5,,18,0.7017,0.7186,81.8329607,7885,14600,,5300,26800,,0.373040752,0.368421053,0.9395604,11663,0.38121547,0.7821,38,103,171,11,161,21,19200,23600,0.233,134
Academy of Salon and Spa,AR,1,1,3,-2,92,0,0,16317,0.2333,0.076,0.121,0.685393258,5126,0.579710145,0,5,,,0.75,0.7174,64.87480499,6251,13500,,6500,21000,,0.481132076,0.396039604,0,12633,0.475409836,0.6364,39,102,,,,,,,0.127,16
Arkansas State University Mid-South,AR,1,1,1,3,2029,0,0.5114,14384,0.1263,0,,0.117318436,,,,,,,0.4279,0,,,18700,4100,10900,30300,41800,,,0,11367,0.580882353,0.4492,146,717,,,,,20000,26700,0.286,100
Arkansas Northeastern College,AR,1,1,1,9,2066,0,0.3825,10480,0.2513,0.176,0.119,0.313829787,4500,,,,,,0.3541,0,,,22100,3900,11300,36600,47100,0.441860465,0.43902439,0,4826,0.498207885,0.5585,144,675,,,,,24800,30800,0.394,111
New Tyler Barber College Inc,AR,1,1,3,-2,69,0,0,19444,0.7742,0.117,0.17,0.731707317,8935,,0,5,,,0.7681,0.3768,,,,,,,,0.490196078,0.396226415,0,14197,,0.8,,,,,,,13800,19200,,11
North Arkansas College,AR,1,1,1,4,2311,0,0.3101,10089,0.3069,0.17,0.13,0.313390313,5500,0.541666667,0,5,,,0.5409,0.1356,83.02646615,8000,23000,3500,12800,33400,45300,0.400580552,0.400289017,0.3290598,4684,0.487135506,0.5403,200,942,231,471,663,39,21100,28900,0.368,265
Northwest Technical Institute,AR,1,1,1,-2,288,0,0.0295,8201,0.6506,0,,0.545454545,,,,,,,0.6563,0,,,31800,3700,20700,42000,48100,,,0,4461,,0.3878,26,140,,,,,24100,32500,0.571,98
Ouachita Baptist University,AR,1,3,2,22,1656,0,0.0129,37349,0.6419,0.055,0.073,0.535483871,15000,0.726495727,10,15,20180,195,0.2928,0.6369,229.402126,22104,30600,7700,20500,43400,55300,0.660550459,0.686147186,0.9129032,18881,0.107648725,0.8315,,,283,27,178,132,34200,46000,0.576,373
Arkansas State University Three Rivers,AR,1,1,1,9,1692,0,0.4329,12338,0.2458,0.134,0.105,0.102893891,5512,0.517241379,0,5,,,0.3145,0.1863,113.7773936,10963,23400,3700,12400,35900,46600,0.457044674,0.448844885,0.511254,8295,0.52,0.4909,84,399,159,152,279,32,21600,31000,0.383,83
Ozarka College,AR,1,1,1,8,1588,0,0.2943,12416,0.3842,0.214,0.115,0.090909091,6313,0.413043478,0,5,,,0.5405,0.2277,93.40477442,9000,18300,3900,9500,31900,44000,0.381756757,0.355408389,0.4526515,8288,0.638743455,0.7897,193,533,239,289,507,21,23500,28100,0.321,148
University of the Ozarks,AR,1,3,2,22,800,0,0.0046,35136,0.4968,0.112,0.15,0.401515152,6770,0.756097561,0,5,12700,30,0.404,0.5099,202.3770112,19500,25900,5900,16700,38400,44700,0.591928251,0.59030837,0.8484848,16089,0.205405405,0.7529,,,112,20,95,37,25800,38600,0.472,189
University of Arkansas Community College-Morrilton,AR,1,1,1,4,2513,0,0.4151,10389,0.2875,0.085,0.155,0.250591017,6163,0.625570776,0,5,,,0.5279,0.2249,107.6749483,10375,24800,5000,14100,38000,50900,0.522639069,0.482758621,0.5283688,5399,0.517456359,0.5673,174,904,447,399,754,92,24600,31600,0.436,292
Philander Smith College,AR,1,3,2,22,1049,0,0.045,25290,0.4136,0.141,0.239,0.388535032,11921,0.482014389,15,25,14000,204,0.8126,0.8474,259.4577067,25000,21400,4600,11800,33200,40800,0.389261745,0.386892178,0,14249,0.34082397,0.686,27,220,,,146,11,20800,27300,0.373,306
Phillips Community College of the University of Arkansas,AR,1,1,1,6,2144,0,0.2563,10501,0.4468,0.151,0.175,0.215633423,3000,,,,,,0.349,0,,,18900,3100,10700,28700,41700,0.333333333,0.321428571,0,4915,0.445182724,0.5431,105,584,,,,,19000,26200,0.257,99
Southeast Arkansas College,AR,1,1,1,1,1792,0,0.5312,12149,0.153,0.185,0.195,0.102787456,4500,,0,5,,,0.6403,0.5065,94.24541739,9081,20700,4000,11700,32200,44100,0.487455197,0.40239726,0.445993,5589,0.529545455,0.5291,207,771,256,318,544,30,20300,29700,0.341,153
Professional Cosmetology Education Center,AR,1,1,3,-2,40,0,0,11071,0.7333,0.083,0.147,0.485714286,8467,0.59375,0,5,,,0.775,0.7,,9833,,,,,,0.545454546,0.410714286,0,5391,,0.6667,,,,,,,,,,7
University of Arkansas-Pulaski Technical College,AR,1,2,1,1,8048,0,0.4267,16796,0.212,0.167,0.113,0.174718489,7785,0.614503817,0,5,5000,43,0.494,0.4328,140.1071616,13500,22100,4100,11400,34500,48200,0.466757124,0.415996554,0.7980385,11705,0.469168901,0.5469,624,3143,2197,556,2493,260,22500,30700,0.366,355
University of Arkansas Hope-Texarkana,AR,1,1,1,4,2078,0,0.5597,13574,0.3476,0.209,0.125,0.108490566,3500,0.461538462,,,,,0.5911,0,,,21300,3600,13300,34200,48400,0.515625,0.5,0,8003,0.581267218,0.5991,122,600,,,,,21100,28600,0.328,156
University of Arkansas Community College Rich Mountain,AR,1,1,1,6,1187,0,0.3163,11854,0.3281,0,,0.23715415,,,,,,,0.3795,0,,,18400,2800,10500,31500,36300,,,0,5944,0.526315789,0.5726,90,302,,,,,19300,24100,0.281,94
Paul Mitchell the School-Arkansas,AR,1,1,3,-2,156,0,0.0737,22767,0.6444,0.186,0.13,0.807692308,9833,0.658536585,0,10,,11,0.5064,0.5641,102.0499052,9833,14800,,,,,0.648648649,0.71559633,0,18469,,0.7895,,,,,55,23,,,0.232,34
Searcy Beauty College,AR,1,1,3,-2,111,0,0,24570,0.2051,0.062,0.083,0.551020408,7532,0.5,0,5,,,0.7117,0.6847,110.1346073,10612,11600,,,,,0.430769231,0.328358209,0.7959184,19494,0.6,0.6154,,,39,10,,,13700,17200,0.093,34
Shorter College,AR,1,2,2,2,1099,0,0.4183,21618,0,0,0.238,0.132743363,9501,,0,5,,,0.9827,0.9827,262.0522838,25250,,,,,,0.244444444,0.247311828,0,16044,0.590277778,0,,,,,,,,,,78
Williams Baptist University,AR,1,3,2,21,539,10,0.013,28424,0.3806,0.076,0.095,0.408045977,9525,0.552238806,10,20,11474,76,0.5011,0.6827,217.9444736,21000,28400,6700,18100,37600,46800,0.60483871,0.617424242,0.9022989,18001,0.277419355,0.5211,26,232,157,17,115,59,24700,36400,0.517,107
South Arkansas Community College,AR,1,1,1,5,2070,0,0.5249,12743,0.2557,0.154,0.216,0.263862333,7104,0.616071429,0,5,,,0.5773,0.3059,100.192188,9654,24500,5900,13800,39200,51600,0.484641638,0.445350734,0.5181644,7556,0.449411765,0.5,103,598,271,252,480,43,24100,32700,0.441,84
Southern Arkansas University Main Campus,AR,1,3,1,18,3866,1601,0.0643,22116,0.4051,0.126,0.159,0.391304348,12000,0.690866511,5,10,6717,440,0.4915,0.7603,196.6170502,18945,28200,7100,16500,41200,56200,0.529314616,0.486507937,0.7814336,13602,0.311632871,0.6534,100,921,665,186,699,152,26800,39000,0.512,481
Southern Arkansas University Tech,AR,1,1,1,9,1976,0,0.4502,18368,0.825,0.229,0.205,0.341463415,5001,0.556451613,0,5,,,0.402,0.1129,57.08069548,5500,24000,4200,13000,35800,48400,0.41,0.390123457,0.4878049,13209,0.485714286,0.6886,83,389,160,168,303,25,24800,31200,0.409,104
Velvatex College of Beauty Culture,AR,1,1,3,-2,15,0,0.375,13152,0.7143,,,,7000,,0,5,,,0.7333,0.6,,,,,,,,,,0,8143,,0.75,,,,,,,,,,13
University of Arkansas-Fort Smith,AR,1,3,1,22,7517,25,0.2143,16434,0.3154,0.197,0.164,0.286894923,9500,0.655086849,0,5,8235,95,0.4338,0.3656,182.1393101,17550,28100,6200,16900,40600,50400,0.521542881,0.516627078,0.6540732,10397,0.395251397,0.6389,322,2266,1108,586,1447,247,25900,35000,0.503,780
